"","C14ID","Period","C14Age","C14SD","LabCode","PhaseCode","SiteID","Material","MaterialSpecies","Latitude","Longitude","optional"
"13980",25643,"UN",4800,45,"GrA-29142","NULL","S9219","charcoal","Alnus glutinosa",52.6615,-0.292583,TRUE
"13981",25644,"UN",4743,37,"OxA-14469","NULL","S9219","charcoal","Alnus glutinosa",52.6615,-0.292583,TRUE
"13982",25645,"UN",4795,38,"OxA-14470","NULL","S9219","charcoal","Pomoideae",52.6615,-0.292583,TRUE
"13983",25646,"UN",4710,40,"GrA-30076","NULL","S9219","charred plant macrofossils","Corylus avellana",52.6615,-0.292583,TRUE
"13984",25647,"UN",4877,25,"NZA-21960","NULL","S9219","plant macrofossils","Corylus avellana",52.6615,-0.292583,TRUE
"13985",25648,"UN",4784,33,"OxA-15325","NULL","S9219","charred plant macrofossils","Corylus avellana",52.6615,-0.292583,TRUE
"13986",25649,"UN",4525,50,"AA-29723","NULL","S9220","charcoal","Corylus sp.",50.8212,-0.744189,TRUE
"13987",25650,"UN",4760,40,"GrA-31189","NULL","S9220","carbonised residue","NULL",50.8212,-0.744189,TRUE
"13988",25651,"UN",4675,35,"GrA-31190","NULL","S9220","carbonised residue","NULL",50.8212,-0.744189,TRUE
"13989",25652,"UN",4810,40,"GrA-31191","NULL","S9220","carbonised residue","NULL",50.8212,-0.744189,TRUE
"13990",25653,"UN",4840,40,"GrA-31215","NULL","S9220","charcoal","Pomoideae",50.8212,-0.744189,TRUE
"13991",25654,"UN",4755,35,"GrA-31309","NULL","S9220","charcoal","Prunus sp.",50.8212,-0.744189,TRUE
"13992",25655,"UN",4950,300,"OxA-X-2165-10","NULL","S9220","carbonised residue","NULL",50.8212,-0.744189,TRUE
"13993",25656,"UN",4520,50,"AA-29721","NULL","S9220","charcoal","Pomoideae/Prunus sp., Salix sp./Alnus sp.",50.8212,-0.744189,TRUE
"13994",25657,"UN",4615,60,"AA-29729","NULL","S9220","charcoal","Corylus sp.",50.8212,-0.744189,TRUE
"13995",25658,"UN",4715,35,"GrA-26962","NULL","S9221","antler","Cervus elaphus",51.4126,0.839744,TRUE
"13996",25659,"UN",4575,35,"GrA-26963","NULL","S9221","carbonised residue","NULL",51.4126,0.839744,TRUE
"13997",25660,"UN",4690,40,"GrA-26965","NULL","S9221","carbonised residue","NULL",51.4126,0.839744,TRUE
"13998",25661,"UN",4805,35,"GrA-32367","NULL","S9221","animal bone","Bos sp.",51.4126,0.839744,TRUE
"13999",25662,"UN",4809,29,"OxA-14030","NULL","S9221","carbonised residue","NULL",51.4126,0.839744,TRUE
"14000",25663,"UN",4602,39,"OxA-14039","NULL","S9221","carbonised residue","NULL",51.4126,0.839744,TRUE
"14001",25664,"UN",4725,65,"OxA-14040","NULL","S9221","carbonised residue","NULL",51.4126,0.839744,TRUE
"14002",25665,"UN",4774,31,"OxA-14126","NULL","S9221","antler","Cervus elaphus",51.4126,0.839744,TRUE
"14003",25666,"UN",4846,32,"OxA-14157","NULL","S9221","carbonised residue","NULL",51.4126,0.839744,TRUE
"14004",25667,"UN",4605,40,"GrA-26966","NULL","S9221","human bone","Homo sapiens",51.4126,0.839744,TRUE
"14005",25668,"UN",4740,35,"GrA-32362","NULL","S9221","animal bone","Sus sp.",51.4126,0.839744,TRUE
"14006",25669,"UN",4785,35,"GrA-32364","NULL","S9221","animal bone","Bos sp.",51.4126,0.839744,TRUE
"14007",25670,"UN",4780,35,"GrA-32365","NULL","S9221","animal bone","Bos sp.",51.4126,0.839744,TRUE
"14008",25671,"UN",4897,29,"OxA-14031","NULL","S9221","carbonised residue","NULL",51.4126,0.839744,TRUE
"14009",25672,"UN",4739,36,"OxA-14061","NULL","S9221","human bone","Homo sapiens",51.4126,0.839744,TRUE
"14010",25673,"UN",4804,33,"OxA-16285","NULL","S9221","animal bone","Bos sp.",51.4126,0.839744,TRUE
"14011",25674,"UN",4790,35,"OxA-16286","NULL","S9221","animal bone","Bos sp.",51.4126,0.839744,TRUE
"14012",25675,"UN",4822,34,"OxA-16287","NULL","S9221","animal bone","Bos sp.",51.4126,0.839744,TRUE
"14013",25676,"UN",4832,35,"OxA-16368","NULL","S9221","animal bone","Bos sp.",51.4126,0.839744,TRUE
"14014",25677,"UN",4545,35,"GrA-26967","NULL","S9221","carbonised residue","NULL",51.4126,0.839744,TRUE
"14015",25678,"UN",4660,35,"GrA-26969","NULL","S9221","carbonised residue","NULL",51.4126,0.839744,TRUE
"14016",25679,"UN",4795,40,"GrA-26971","NULL","S9221","human bone","Homo sapiens",51.4126,0.839744,TRUE
"14017",25680,"UN",4965,40,"GrA-26975","NULL","S9221","carbonised residue","NULL",51.4126,0.839744,TRUE
"14018",25681,"UN",4710,45,"GrA-26976","NULL","S9221","carbonised residue","NULL",51.4126,0.839744,TRUE
